n_hit,batch,uid,aHIVdeath,aHIVslowrecov,aHIVtreatinit,alphaH,alphaHmul2010,atheta,chi,epsilonH,epsilonHmul2010,eta,j1A0,j2A0,j3A0,j4A0,kappa,lambdaH,muDc,muH1,muH2,muK,multiplier,pEhigh,phiH,phiHmul2010,phiS,pR,pT,rho,sageA15,sigma,smul,theta,zeta
33,1,6adb6c7fa148aa822de420215a7e165d,4.298967573,1.53049,2.2313327,0.3477901,1.3573,26.15258,0.108037,0.23084,1.012408,0.51599081,0.9560335,1,1,0.94776,0.08329812,1.0940583,0.157987327,0.001,0.02177,0.0137937,1,0.37197,1.138729,1.93235,0.0467,0.601176,0.000681009,0.005,1,0.00113,0.80378,0.111,0.4087995
