"filename","runnr","nHITS","of","RESID","SSwR","datetime","aHIVdeath","aHIVslowrecov","aHIVtreatinit","alphaH","alphaHmul2010","atheta","chi","epsilonH","epsilonHmul2010","eta","j1A0","j2A0","j3A0","j4A0","kappa","lambdaH","muDc","muH1","muH2","muK","multiplier","pEhigh","phiH","phiHmul2010","phiS","pR","pT","rho","sageA15","sigma","smul","theta","zeta"
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.43,7.375,"2021-12-19_13h06m11s",1.57346,0.39055,0.66318,0.39749,0.97127,33,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.37,5.417,"2021-12-19_13h06m59s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.76759,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.82,5.116,"2021-12-19_13h07m08s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.57283,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.98,5.152,"2021-12-19_13h07m17s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.64438,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.43,6.553,"2021-12-19_13h07m55s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.178,0.00565,0.01655,0.01501,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.47,5.258,"2021-12-19_13h08m05s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.012,0.01655,0.01501,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.26,6.284,"2021-12-19_13h08m14s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.03995,0.01501,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.46,5.24,"2021-12-19_13h08m23s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.025,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11,5.104,"2021-12-19_13h08m33s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.75167,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.38,6.234,"2021-12-19_13h08m53s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.31135,0.38298,2.22822,3.55067,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.48,5.403,"2021-12-19_13h09m02s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.31135,0.38298,0.92296,5,0.03266,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.06,5.867,"2021-12-19_13h09m11s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.31135,0.38298,0.92296,3.55067,0.0467,0.64402,0.00133,0.0023,0.91252,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.69,6.15,"2021-12-19_13h09m49s",1.57346,0.39055,0.66318,0.39749,0.97127,26.37342,0.24672,0.46014,0.48526,0.78501,0.31795,0.23728,0.26691,0.70436,0.19676,1.20484,0.14434,0.00565,0.01655,0.01501,0.31135,0.38298,0.92296,3.55067,0.03266,0.64402,0.00133,0.0023,1,0.00066,0.93789,0.08537,0.37925
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.12,5.236,"2021-12-19_13h10m47s",1.48325,0.35394,0.65634,0.3891,1.00558,26.2638,0.24688,0.45503,0.48804,0.78492,0.31365,0.23145,0.26061,0.70575,0.19659,1.20697,0.14531,0.00571,0.01701,0.01495,0.31109,0.37822,0.84383,3.52546,0.03265,0.64372,0.00133,0.00218,0.91217,0.00067,0.93914,0.08587,0.38321
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.04,5.174,"2021-12-19_13h10m56s",1.53984,0.38131,0.6618,0.3955,0.98081,26.33744,0.24675,0.45882,0.48589,0.78472,0.31689,0.23584,0.26531,0.70469,0.19674,1.20604,0.14459,0.00566,0.0168,0.01499,0.31129,0.37837,0.90107,3.54389,0.03266,0.64382,0.00133,0.00225,0.91246,0.00066,0.93828,0.08554,0.38327
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.93,5.135,"2021-12-19_13h11m06s",1.56482,0.38857,0.66356,0.39709,0.97362,26.3636,0.24672,0.45985,0.48558,0.78486,0.31772,0.23699,0.26656,0.70442,0.19677,1.20543,0.1444,0.00565,0.01673,0.015,0.31135,0.37895,0.91791,3.54912,0.03266,0.64388,0.00133,0.00229,0.91254,0.00066,0.93802,0.08545,0.38279
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.62,5.062,"2021-12-19_13h11m16s",1.57164,0.39051,0.66252,0.39746,0.97145,26.37375,0.24671,0.46012,0.48528,0.78487,0.31794,0.23728,0.26689,0.70435,0.19677,1.20651,0.14435,0.00565,0.01655,0.01501,0.31136,0.3808,0.92258,3.55056,0.03266,0.64395,0.00133,0.00231,0.91254,0.00066,0.93797,0.0854,0.38024
"[ZAF][][2021-12-19_10h50m47s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.62,5.062,"2021-12-19_13h11m25s",1.57164,0.39051,0.66252,0.39746,0.97145,26.37375,0.24671,0.46012,0.48528,0.78487,0.31794,0.23728,0.26689,0.70435,0.19677,1.20651,0.14435,0.00565,0.01655,0.01501,0.31136,0.3808,0.92258,3.55056,0.03266,0.64395,0.00133,0.00231,0.91254,0.00066,0.93797,0.0854,0.38024
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.98,8.1,"2021-12-19_13h39m19s",2.0855,0.65814,0.91906,0.6991,0.57614,26.62878,0.24625,0.45022,0.47015,0.75842,0.38005,0.35335,0.40815,0.68529,0.19654,1.23852,0.13751,0.00591,0.011,0.01922,0.28289,0.37822,1.31944,3.96188,0.02835,0.64781,0.00131,0.00364,0.93779,0.00066,0.92152,0.08575,0.37603
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.74,6.823,"2021-12-19_13h50m14s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.62,7.009,"2021-12-19_13h50m32s",2.34616,1.66096,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.07,8.04,"2021-12-19_13h51m56s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.84315,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.73,6.967,"2021-12-19_13h52m05s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.88172,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.66,6.987,"2021-12-19_13h52m14s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,1,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,16.65,10.58,"2021-12-19_13h52m50s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.178,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.16,6.866,"2021-12-19_13h52m59s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.012,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.75,7.171,"2021-12-19_13h53m08s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.02798,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.04,6.862,"2021-12-19_13h53m18s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.025,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.73,6.819,"2021-12-19_13h53m27s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.68649,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.93,7,"2021-12-19_13h53m54s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,5,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.56,9.185,"2021-12-19_13h54m03s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.0467,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.77,7.402,"2021-12-19_13h54m39s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,1,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.2,7.212,"2021-12-19_13h55m32s",2.16029,0.65069,0.86509,0.70476,0.57538,25.48912,0.24484,0.45506,0.4678,0.74322,0.34608,0.35705,0.4133,0.66685,0.19318,1.22858,0.13263,0.00588,0.0121,0.01923,0.28349,0.37507,1.31406,3.96291,0.02835,0.64745,0.00131,0.00337,0.93288,0.00064,0.89749,0.08576,0.38588
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.99,6.858,"2021-12-19_13h55m41s",2.303,0.68128,0.89331,0.72451,0.5591,25.09539,0.24426,0.4709,0.45267,0.72941,0.34914,0.3638,0.42062,0.65093,0.19251,1.22809,0.12934,0.00579,0.01203,0.01927,0.28419,0.3745,1.43772,3.99042,0.02837,0.65099,0.00131,0.00355,0.93119,0.00063,0.88871,0.08495,0.38571
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.86,6.826,"2021-12-19_13h55m50s",2.33465,0.68601,0.90247,0.72777,0.55654,25.03947,0.24417,0.47352,0.45007,0.72789,0.34929,0.36484,0.42174,0.64819,0.19234,1.22724,0.1288,0.00577,0.01197,0.01927,0.28431,0.37463,1.45871,3.99504,0.02837,0.65164,0.00131,0.00361,0.93083,0.00062,0.88685,0.08481,0.38462
"[ZAF][][2021-12-19_12h52m48s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.74,6.823,"2021-12-19_13h55m59s",2.34616,0.68799,0.90741,0.7291,0.55525,25.02351,0.24415,0.47458,0.44848,0.7276,0.34924,0.36522,0.42218,0.64704,0.19224,1.23428,0.12855,0.00577,0.01159,0.01928,0.28435,0.37745,1.46751,3.99697,0.02837,0.65201,0.00131,0.00364,0.93062,0.00062,0.88614,0.0847,0.37658
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.42,7.365,"2021-12-19_13h41m32s",2.23603,0.66803,1.00453,0.74361,0.54546,25.39854,0.24501,0.472,0.44854,0.73145,0.35752,0.50627,0.45321,0.65081,0.18872,1.25866,0.13476,0.00561,0.02561,0.02179,0.25728,0.37563,1.88365,4.53952,0.02649,0.64904,0.00131,0.00387,0.93266,0.00055,0.9141,0.0848,0.38385
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.2,8.717,"2021-12-19_13h43m55s",2.07662,0.60726,0.86846,0.70117,0.57735,26.31502,0.24594,0.43652,0.48485,0.74776,0.32597,0.49741,0.43753,0.68458,0.18783,1.23399,0.13914,0.00585,0.01223,0.02175,0.25568,0.37658,1.68557,4.51917,0.02653,0.63935,0.00131,0.00333,0.93232,6e-04,0.93069,0.08698,0.37871
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.03,7.223,"2021-12-19_13h44m04s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.02178,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.3,7.594,"2021-12-19_13h44m23s",2.23057,1.59676,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.02178,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.81,7.811,"2021-12-19_13h45m10s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.25,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.02178,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.51,7.623,"2021-12-19_13h45m56s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,1,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.02178,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.53,7.602,"2021-12-19_13h46m05s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,1,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.02178,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.2,7.202,"2021-12-19_13h46m52s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.012,0.01248,0.02178,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.87,7.499,"2021-12-19_13h47m01s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.03013,0.02178,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.05,7.204,"2021-12-19_13h47m10s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.025,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.05,7.232,"2021-12-19_13h47m19s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.02178,0.62064,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.08,7.286,"2021-12-19_13h47m48s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.02178,0.25708,0.37522,1.86157,5,0.0265,0.64776,0.00131,0.00373,0.93309,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.47,8.352,"2021-12-19_13h48m33s",2.23057,0.6614,0.94931,0.73901,0.54907,25.45135,0.24513,0.46817,0.45428,0.72763,0.35404,0.5053,0.45144,0.65406,0.18886,1.23254,0.13546,0.00564,0.01248,0.02178,0.25708,0.37522,1.86157,4.53726,0.0265,0.64776,0.00131,0.00373,1,0.00056,0.91651,0.08507,0.37967
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.86,7.061,"2021-12-19_13h49m27s",2.18375,0.65361,0.93498,0.73304,0.55335,25.57318,0.24533,0.46311,0.4584,0.73086,0.34973,0.5039,0.44922,0.659,0.18878,1.23474,0.13601,0.00567,0.01192,0.02178,0.25689,0.37794,1.83322,4.53438,0.02649,0.64701,0.00131,0.00359,0.93302,0.00056,0.91862,0.08516,0.38201
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.82,7.219,"2021-12-19_13h49m45s",2.18375,1.57795,0.93498,0.73304,0.55335,25.57318,0.24533,0.46311,0.4584,0.73086,0.34973,0.5039,0.44922,0.659,0.18878,1.23474,0.13601,0.00567,0.01192,0.02178,0.25689,0.37794,1.83322,4.53438,0.02649,0.64701,0.00131,0.00359,0.93302,0.00056,0.91862,0.08516,0.38201
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,15.97,10.53,"2021-12-19_13h50m23s",2.18375,0.65361,0.93498,0.73304,0.55335,33,0.24533,0.46311,0.4584,0.73086,0.34973,0.5039,0.44922,0.659,0.18878,1.23474,0.13601,0.00567,0.01192,0.02178,0.25689,0.37794,1.83322,4.53438,0.02649,0.64701,0.00131,0.00359,0.93302,0.00056,0.91862,0.08516,0.38201
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,14.72,8.793,"2021-12-19_13h51m10s",2.18375,0.65361,0.93498,0.73304,0.55335,25.57318,0.24533,0.46311,0.4584,0.73086,0.84432,0.5039,0.44922,0.659,0.18878,1.23474,0.13601,0.00567,0.01192,0.02178,0.25689,0.37794,1.83322,4.53438,0.02649,0.64701,0.00131,0.00359,0.93302,0.00056,0.91862,0.08516,0.38201
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.99,7.206,"2021-12-19_13h51m19s",2.18375,0.65361,0.93498,0.73304,0.55335,25.57318,0.24533,0.46311,0.4584,0.73086,0.34973,1,0.44922,0.659,0.18878,1.23474,0.13601,0.00567,0.01192,0.02178,0.25689,0.37794,1.83322,4.53438,0.02649,0.64701,0.00131,0.00359,0.93302,0.00056,0.91862,0.08516,0.38201
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.96,7.221,"2021-12-19_13h51m27s",2.18375,0.65361,0.93498,0.73304,0.55335,25.57318,0.24533,0.46311,0.4584,0.73086,0.34973,0.5039,1,0.659,0.18878,1.23474,0.13601,0.00567,0.01192,0.02178,0.25689,0.37794,1.83322,4.53438,0.02649,0.64701,0.00131,0.00359,0.93302,0.00056,0.91862,0.08516,0.38201
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,16.25,9.876,"2021-12-19_13h52m04s",2.18375,0.65361,0.93498,0.73304,0.55335,25.57318,0.24533,0.46311,0.4584,0.73086,0.34973,0.5039,0.44922,0.659,0.18878,1.23474,0.178,0.00567,0.01192,0.02178,0.25689,0.37794,1.83322,4.53438,0.02649,0.64701,0.00131,0.00359,0.93302,0.00056,0.91862,0.08516,0.38201
"[ZAF][][2021-12-19_13h11m25s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.24,7.146,"2021-12-19_13h52m13s",2.18375,0.65361,0.93498,0.73304,0.55335,25.57318,0.24533,0.46311,0.4584,0.73086,0.34973,0.5039,0.44922,0.659,0.18878,1.23474,0.13601,0.012,0.01192,0.02178,0.25689,0.37794,1.83322,4.53438,0.02649,0.64701,0.00131,0.00359,0.93302,0.00056,0.91862,0.08516,0.38201
