"filename","runnr","nHITS","of","RESID","SSwR","datetime","aHIVdeath","aHIVslowrecov","aHIVtreatinit","alphaH","alphaHmul2010","atheta","chi","epsilonH","epsilonHmul2010","eta","j1A0","j2A0","j3A0","j4A0","kappa","lambdaH","muDc","muH1","muH2","muK","multiplier","pEhigh","phiH","phiHmul2010","phiS","pR","pT","rho","sageA15","sigma","smul","theta","zeta"
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.76,7.717,"2021-12-19_02h30m05s",1.36866,0.39472,0.61837,0.49996,0.78842,33,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.64,5.849,"2021-12-19_02h30m15s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.25,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.78,6.59,"2021-12-19_02h30m55s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.7302,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.82,6.677,"2021-12-19_02h31m05s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,1,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.41,6.276,"2021-12-19_02h31m15s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.8904,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.42,6.383,"2021-12-19_02h31m25s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,1,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.75,6.132,"2021-12-19_02h31m55s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.178,0.00604,0.01438,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.45,5.806,"2021-12-19_02h32m04s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.012,0.01438,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.6,6.196,"2021-12-19_02h32m15s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.03472,0.01882,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.72,5.905,"2021-12-19_02h32m25s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.025,0.27105,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.83,5.973,"2021-12-19_02h32m35s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.65438,0.38161,1.57197,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.51,6.833,"2021-12-19_02h32m54s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.27105,0.38161,3.79506,4.02514,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.89,6.093,"2021-12-19_02h33m04s",1.36866,0.39472,0.61837,0.49996,0.78842,28.89517,0.24935,0.4137,0.52293,0.82053,0.30246,0.43299,0.36882,0.76182,0.18247,1.2208,0.16371,0.00604,0.01438,0.01882,0.27105,0.38161,1.57197,5,0.02843,0.63454,0.0013,0.00223,0.89439,0.00066,0.94468,0.08982,0.38506
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.15,5.372,"2021-12-19_02h34m52s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.83,5.844,"2021-12-19_02h35m11s",1.19657,0.47251,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.06,5.328,"2021-12-19_02h36m01s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.25,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.03,6.125,"2021-12-19_02h36m40s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.64846,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.08,6.153,"2021-12-19_02h36m50s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.9469,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.62,5.673,"2021-12-19_02h36m59s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.77969,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.05,5.242,"2021-12-19_02h37m09s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,1,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.5,5.847,"2021-12-19_02h37m39s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.178,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.76,5.177,"2021-12-19_02h37m49s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.012,0.01799,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.21,5.669,"2021-12-19_02h37m59s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.04344,0.01858,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.97,5.294,"2021-12-19_02h38m09s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.025,0.26741,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.18,5.388,"2021-12-19_02h38m19s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.64559,0.38461,1.0845,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.67,6.247,"2021-12-19_02h38m39s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,2.61821,3.90972,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.28,5.532,"2021-12-19_02h38m48s",1.19657,0.19572,0.52778,0.42494,0.91104,28.70201,0.2497,0.37145,0.5838,0.80575,0.2686,0.39222,0.32296,0.75727,0.18263,1.2103,0.16683,0.00647,0.01799,0.01858,0.26741,0.38461,1.0845,5,0.02821,0.63682,0.0013,0.00198,0.8969,0.00069,0.95782,0.09041,0.38177
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.52,4.87,"2021-12-19_02h40m43s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.66,4.893,"2021-12-19_02h41m03s",1.09181,0.40022,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.77,5.586,"2021-12-19_02h41m44s",1.09181,0.16578,0.59727,0.4175,0.94557,33,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.6,4.885,"2021-12-19_02h41m54s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.25,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.84,5.078,"2021-12-19_02h42m34s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.65096,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.86,5.053,"2021-12-19_02h42m44s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.93284,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.62,4.897,"2021-12-19_02h42m54s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.7677,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.11,5.968,"2021-12-19_02h43m03s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,1,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.81,4.898,"2021-12-19_02h43m33s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.178,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.89,4.993,"2021-12-19_02h43m43s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.012,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,13.34,6.55,"2021-12-19_02h43m53s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.04549,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.73,4.94,"2021-12-19_02h44m03s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.025,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.56,4.872,"2021-12-19_02h44m13s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.64386,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.81,5.987,"2021-12-19_02h44m32s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,2.35511,3.8852,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.83,5.095,"2021-12-19_02h44m42s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,5,0.02818,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.35,6.579,"2021-12-19_02h44m52s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.0467,0.63792,0.0013,0.00176,0.89517,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.83,6.426,"2021-12-19_02h45m31s",1.09181,0.16578,0.59727,0.4175,0.94557,28.65555,0.24972,0.36781,0.60477,0.81011,0.26964,0.38639,0.31799,0.75981,0.18181,1.21321,0.16702,0.00654,0.01884,0.01855,0.2667,0.38329,0.97552,3.8852,0.02818,0.63792,0.0013,0.00176,1,0.00069,0.96389,0.09039,0.38448
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.38,4.795,"2021-12-19_02h46m29s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.04,5.111,"2021-12-19_02h46m48s",1.06483,0.29656,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.88,6.81,"2021-12-19_02h47m28s",1.06483,0.12284,0.54971,0.3963,1.00737,33,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.29,4.754,"2021-12-19_02h47m38s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.25,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.39,5.475,"2021-12-19_02h48m18s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.6401,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,11.37,5.501,"2021-12-19_02h48m27s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.89373,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.83,5.022,"2021-12-19_02h48m37s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.73543,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.56,4.838,"2021-12-19_02h48m47s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,1,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.73,5.148,"2021-12-19_02h49m16s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.178,0.00672,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.03,4.659,"2021-12-19_02h49m26s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.012,0.01953,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,12.34,5.531,"2021-12-19_02h49m36s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.04714,0.01844,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.22,4.758,"2021-12-19_02h49m46s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.025,0.26545,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
"[ZAF][][2021-12-19_01h19m55s][][3_2_3][XMLinput_2910_m][optim].log:",1,36,36,10.43,4.816,"2021-12-19_02h49m56s",1.06483,0.12284,0.54971,0.3963,1.00737,28.52873,0.24975,0.35631,0.61622,0.8053,0.26514,0.37019,0.30463,0.76222,0.18224,1.20999,0.16794,0.00672,0.01953,0.01844,0.64086,0.38307,0.73413,3.82601,0.02818,0.63881,0.0013,0.00174,0.89742,7e-04,0.98325,0.09084,0.38186
