uid,n_hit,aHIVdeath,aHIVslowrecov,aHIVtreatinit,alphaH,alphaHmul2010,atheta,chi,epsilonH,epsilonHmul2010,eta,j1A0,j2A0,j3A0,j4A0,kappa,lambdaH,muDc,muH1,muH2,muK,multiplier,pEhigh,phiH,phiHmul2010,phiS,pR,pT,rho,sageA15,sigma,smul,theta,zeta
6adb6c7fa148aa822de420215a7e165d,36,2.484576025,1.899054011,3.39587872,0.207236739,1.350689526,33,0.25,0.254829681,1.009972013,0.401225784,0.919855657,1,1,0.983526015,0.228,1.098882098,0.178,0.0012,0.0071,0.003,1,0.356796652,1.126967465,1.925955449,0.0467,0.6,0.000849701,0.000375578,0.655943563,0.00113,1.41894713,0.111,0.43
