n_hit,uid,aHIVdeath,aHIVslowrecov,aHIVtreatinit,alphaH,alphaHmul2010,atheta,chi,epsilonH,epsilonHmul2010,eta,j1A0,j2A0,j3A0,j4A0,kappa,lambdaH,muDc,muH1,muH2,muK,multiplier,omegaS0,pEhigh,phiH,phiHmul2010,pR,pT,rho,sageA15,sigma,smul,theta,zeta
38,41db673d450333d78cac68cc3b6ab6e5,3.410456169,1.753087038,2.929462075,0.222683672,2.087042701,25.62569245,0.165883765,0.523848734,0.291770345,0.451631277,0.571138761,0.87575637,0.330348943,0.618539393,0.058566423,1.124802969,0.128126727,0.004469696,0.012035062,0.017333879,1.319601619,0.031185369,0.398469311,2.215691225,3.665542449,0.732492724,0.001009262,0.002370126,0.658555763,0.000929116,1.062383325,0.108591,0.331500265
38,d7f48b6638155c15599b075c01e912bf,2.335164053,1.434474973,2.441585915,0.941956529,0.661562537,21.32921469,0.188438033,0.193029279,0.92088982,0.443782741,0.27994578,0.465458844,0.708458316,0.704825885,0.210365758,1.193306661,0.136045715,0.010446765,0.055284522,0.010886307,1.037407389,0.040775744,0.360927995,1.246973672,3.18053722,0.659097989,0.000999513,0.004959014,0.855188837,0.000815674,1.308590071,0.087283222,0.354332179
37,79f890cda3c08efaf942544bee5113ac,3.750512101,0.937290814,2.096673934,0.158917175,2.347786577,20.74442078,0.171523361,0.399798511,0.446002703,0.516255571,0.642392156,0.582588274,0.71345657,0.567340565,0.121625483,1.268281236,0.11961399,0.010379508,0.085326358,0.011788605,0.339997071,0.039247154,0.339364781,2.607405736,1.84845371,0.715856788,0.000912799,0.008330178,0.697637404,0.000681116,1.179654895,0.097130868,0.422595475
37,ba1054d844d2bca93fe9d995e3b7dc22,2.799098877,1.280017456,2.448823126,0.515545925,1.283782123,26.55605668,0.159726263,0.268836698,0.583342464,0.526892165,0.446631318,0.53486587,0.603297481,0.546198475,0.113235573,1.103527162,0.117662135,0.004214367,0.019703084,0.02167371,0.656750583,0.030128153,0.355987265,2.394964281,2.34335302,0.694818579,0.00100444,0.003652389,0.879647171,0.00081796,0.995030627,0.084948884,0.341273289
37,29dbdc71953786fe65b575495d8640ba,2.774355633,0.561197222,2.273720263,0.319973439,1.19717203,29.13889847,0.168929404,0.521968148,0.388426411,0.569107548,0.661035208,0.593594605,0.570383039,0.485755443,0.149997321,1.242647072,0.135829411,0.004968926,0.063684494,0.018224306,0.831959448,0.03400273,0.392849783,3.270478595,1.203109462,0.688470941,0.001004663,0.003746679,0.829229155,0.000766189,1.245771686,0.092984773,0.31369593
37,8b3ab1972f798bca4bd5f7026b4808c4,2.472381044,1.358525094,1.566558771,0.330072534,1.847910323,28.21775865,0.152728568,0.308375628,0.51175474,0.532324852,0.717846456,0.593712079,0.718943948,0.700330144,0.190864982,1.155803477,0.105645549,0.004547351,0.041779729,0.015238587,0.344141416,0.027692135,0.430741101,4.459008523,2.542516785,0.711315121,0.000926044,0.003218568,0.802255593,0.001021439,1.151158481,0.100849783,0.27742428
37,e71b61a3cf13ca7673c22d0ce2727eca,2.070905076,0.934625021,2.588759346,0.254060788,1.831653745,29.78391037,0.13612982,0.445340256,0.446979197,0.504146188,0.707359683,0.556492132,0.534132856,0.528855255,0.104789364,1.132832828,0.133671987,0.003874068,0.019456592,0.011110255,0.942856312,0.02947224,0.416261031,2.776240018,1.264045737,0.721725145,0.000981929,0.002586426,0.816332254,0.000946121,1.196598111,0.084064824,0.292342646
37,fd25736ecb62b0d1b9cc288847610471,3.201420447,1.304754559,1.975498031,0.327974504,1.730873278,29.66789402,0.171471334,0.480124502,0.396463905,0.551245734,0.596192703,0.67728902,0.541043737,0.679356389,0.120911806,1.160034943,0.119619254,0.003863047,0.058593127,0.017561941,0.92610482,0.031732443,0.408898638,3.746449174,2.685170948,0.662264552,0.000982026,0.003108517,0.780560802,0.000905903,1.130961295,0.101180349,0.33845386
37,0e6cb25a457b309a1e6d5b22b294617d,3.027409792,0.496039801,1.815256231,0.250540124,1.234466257,25.37503453,0.176663835,0.763680335,0.323232341,0.611546476,0.617466896,0.5944066,0.658825168,0.404049246,0.163247618,1.232605784,0.125553699,0.004812004,0.060992772,0.01640834,0.896156604,0.035224627,0.378128154,3.110353683,1.59243835,0.686855289,0.00101284,0.004170624,0.788482896,0.000825057,1.308684963,0.095557191,0.350112541
37,bf3acedd469111b1ce1e7ee38c366b9c,2.268984969,1.160184817,2.555427859,0.242154823,1.418980974,25.96145278,0.160617139,0.51269106,0.386744016,0.488699622,0.553658205,0.375972478,0.515046027,0.644739927,0.144576597,1.195096149,0.14618169,0.000765415,0.06084205,0.020148573,0.903673209,0.032864346,0.38749229,2.614104878,2.007389027,0.721750046,0.000993862,0.005042152,0.782074493,0.001062234,1.030269408,0.08567099,0.309999128
37,9c6fbda5b5becf1769e7bf06ff50c5f0,2.718683549,1.04993382,1.715454624,0.258410074,1.507407542,27.98230359,0.161735262,0.502995091,0.448156769,0.499757583,0.515077217,0.634249465,0.83090521,0.631453303,0.180156156,1.208157032,0.125074835,0.004821383,0.063477486,0.014370076,1.051931182,0.02835296,0.385159046,3.197204801,1.496083915,0.720176767,0.000983705,0.003411603,0.864896892,0.00087061,1.262926478,0.091734024,0.309225219
37,9a440014684955c52f5498b7da2362f3,3.049940478,0.357887234,1.717505351,0.333755782,1.345315686,27.20245312,0.180058037,0.761857278,0.285016153,0.622915689,0.580687285,0.586920116,0.69534444,0.380974425,0.168999717,1.25637748,0.125519777,0.005155205,0.075073836,0.016108646,0.877961356,0.035566347,0.381540744,3.325495958,1.690717164,0.681021689,0.001038142,0.003648431,0.761339513,0.000752767,1.367299857,0.09562801,0.354358491
37,f84a56830fe371ecc8d43db71fa27622,3.6850629,1.414537746,3.114345125,0.161812967,2.653650817,20.16085662,0.163227195,0.644383669,0.281974788,0.439853674,0.41579386,0.864759624,0.497719434,0.697972034,0.02543738,1.170551449,0.130000461,0.002536994,0.039222036,0.01613276,1.466602146,0.030677194,0.374486725,1.498610538,4.289899925,0.710874839,0.0009925,0.003039268,0.594480403,0.001017764,1.118655631,0.102737944,0.377565848
37,49fddd26543121a516326443813e104e,3.936044632,0.918006236,2.367466591,0.338995243,1.082663733,27.57201294,0.175334376,0.615669321,0.395615931,0.41004903,0.331190824,0.656042763,0.363433479,0.88166796,0.101349822,1.247509713,0.12266385,0.011497238,0.094033846,0.012597385,1.232454947,0.033665334,0.36339885,1.3904516,3.556090879,0.649582712,0.000997746,0.003728406,0.631376193,0.000632175,0.525640652,0.092821693,0.345392018
37,b530407f013eb20180cae923e7455474,4.155122078,0.781741591,2.691781361,0.209874949,1.244438319,30.33754874,0.178294408,0.589364559,0.426778377,0.419289902,0.26086737,0.644359857,0.364562048,0.887309573,0.096847005,1.248749895,0.114597891,0.011520591,0.090569206,0.012819258,1.343109814,0.032695857,0.366543843,1.543425285,3.33097747,0.645288143,0.001042948,0.002391192,0.681162023,0.000602987,0.437053763,0.093644475,0.351323262
37,617a99d6757cfb5d26e5c56bea162038,4.520220183,0.775723225,1.111816517,0.473406866,0.935029538,25.30732832,0.193273278,0.330270826,0.710045469,0.685757851,0.327274242,0.51269047,0.361251806,0.525051031,0.126643305,1.25499747,0.11864497,0.005809156,0.100873168,0.008868109,0.413114581,0.043511026,0.360159897,4.649575233,3.666066916,0.709521295,0.001302359,0.002871748,0.464872687,0.000843581,0.557077094,0.095092264,0.489790137
37,361b07d074343df22e167a3d8c72ffba,3.364553343,0.886930633,0.773699677,0.734225419,0.383781612,23.54673546,0.16694901,1.027379191,0.277207876,0.715129929,0.51273927,0.737415648,0.506051617,0.410966199,0.146112643,1.246312352,0.128066261,0.004200989,0.075328353,0.010218007,0.843343011,0.035111617,0.373676198,2.37361699,1.853874639,0.671645391,0.001006423,0.004626049,0.688499957,0.000647257,1.010814228,0.092483792,0.345155598
37,bc70c778f92eb135b9a383457972a525,4.020081807,0.389078561,1.136506708,0.508622806,0.793575811,26.9103099,0.153553564,0.391759065,0.637136853,0.582062575,0.306880681,0.430856434,0.462918562,0.725135049,0.135450772,1.065908787,0.092001821,0.00882382,0.014978317,0.010056666,1.115885318,0.034805661,0.3740129,3.043158157,4.150945161,0.734228322,0.001021785,0.003659386,0.833338033,0.000747915,1.01060738,0.094167555,0.304810408
37,8c819484bbabaa03663653d1fdd643f0,4.248803249,0.762276868,1.637143811,0.367119999,0.881609495,28.15269317,0.156667442,0.390647,0.584956021,0.560372992,0.38224536,0.250457916,0.436216896,0.550567261,0.133956772,1.182583005,0.080868231,0.009945172,0.056244956,0.009376034,0.812511354,0.039319829,0.37165522,3.226320585,3.84562731,0.761388787,0.001109083,0.002524532,0.92970754,0.000753607,1.3091404,0.093260253,0.327260677
37,98873750111967688182292c332ea7e7,3.506361391,0.703559603,0.922474681,0.806858373,0.860641674,26.4362965,0.14736867,0.198349296,0.862776355,0.478908697,0.334421951,0.51070024,0.421203765,0.621193552,0.174571582,1.108467259,0.085428308,0.010354775,0.045567533,0.006512678,1.351814447,0.030116001,0.368751345,3.261479956,4.560048236,0.738497301,0.000842676,0.003674337,0.760594315,0.000960835,0.777020809,0.103846858,0.352895409
37,5df7aef431e1b96490e1ea26a07f6206,3.791540756,1.119525609,1.287631039,0.601200964,0.789159529,25.65186499,0.164158532,0.349870831,0.541589736,0.50931973,0.371171527,0.2525221,0.617238185,0.647056663,0.180965528,1.147963623,0.070408841,0.009566718,0.039569872,0.007774432,0.870377844,0.036303869,0.367957479,3.012429891,4.266351518,0.74230698,0.000987013,0.003156958,0.981998849,0.000941261,1.437101169,0.096187136,0.313102548
37,0cddadb5024c03ea8101afd80f621cc9,3.989689796,0.920423911,0.942560079,0.383283981,0.834683119,25.84455319,0.14938514,0.718520009,0.416276632,0.642789857,0.248621562,0.648934801,0.301409537,0.826140383,0.155234132,1.169373401,0.10786759,0.010229585,0.048128752,0.007062341,0.60528893,0.033712202,0.375389122,3.68469147,2.58480549,0.764244425,0.001080642,0.003940538,0.735815994,0.000998167,1.073956635,0.093859922,0.302913115
37,280922186893c9e4e64f694f88148810,3.848720314,0.848881629,1.528347063,0.459860016,0.957672595,28.87552588,0.157880579,0.276991299,0.772413992,0.443794616,0.524739554,0.347253553,0.416012278,0.64821559,0.162613003,1.104124602,0.087134215,0.010009817,0.033306367,0.007984487,0.938624359,0.03368601,0.373992206,3.140823524,3.969544588,0.735219963,0.000941865,0.003324699,0.815810049,0.000751959,0.929121883,0.102363518,0.365693187
37,dd4d20eaba5eb6095f1498afc20dd652,3.943108245,1.159385933,1.996494609,0.389963311,0.784079695,31.41273702,0.164255944,0.417914519,0.744917105,0.470954303,0.515527798,0.410742675,0.308262165,0.799812704,0.14613556,1.063486865,0.116162134,0.008171004,0.041819753,0.009061497,0.757148953,0.034147781,0.362849845,3.559293248,3.131086797,0.717618612,0.000937868,0.003258346,0.793003264,0.000742244,0.872723374,0.101924621,0.339469433
37,81204f1e0b092501ecf8ec3f06d3ebde,3.935834406,0.876861993,1.297367584,0.428771449,0.737105466,24.88681873,0.157440282,0.676454618,0.446540363,0.619283653,0.187704101,0.615768216,0.307674297,0.932383227,0.136732135,1.158248784,0.106629406,0.010365828,0.05822317,0.007669574,0.575004591,0.03431058,0.371139696,3.376839441,2.210755801,0.771712254,0.001144401,0.003912684,0.746478312,0.000995369,1.070022051,0.092085895,0.316365148
37,77487c34df0c484928935509ac9da459,3.944886271,0.736628356,1.414486131,0.424748473,0.797673368,26.65780113,0.157156114,0.324486623,0.615046467,0.519310895,0.315397282,0.293828693,0.493539689,0.634558327,0.156383338,1.136592193,0.078485512,0.010180684,0.044407794,0.00719483,1.017144267,0.037905566,0.369719347,3.114354297,4.110506102,0.748563495,0.00102373,0.003004295,0.942922731,0.000772118,1.387502797,0.09517762,0.307877066
37,c67ca86882c51447c455dca126b6b23e,3.939548213,0.716796212,0.936786701,0.496170695,0.531854608,25.1870173,0.148733884,0.390898797,0.755372943,0.512328631,0.205697717,0.584487071,0.338389939,0.682545994,0.139293523,1.13674726,0.084473391,0.010974166,0.031847107,0.006259514,1.218369508,0.030704248,0.368338754,3.105716204,3.986479813,0.745540166,0.000918978,0.003146132,0.774239022,0.000825795,0.913622833,0.105242623,0.321729673
37,e46e821cd68d33870ec3a343642e750a,4.031340485,0.180846093,0.747329655,0.339184048,0.806084815,25.53858662,0.140594174,0.318651382,0.795596948,0.509118386,0.242373186,0.533139594,0.496386113,0.73340472,0.146815494,1.090475841,0.084847324,0.010028588,0.020066337,0.009651705,1.282926887,0.030913362,0.382601558,2.922549113,4.568532181,0.716762409,0.000896782,0.002324517,0.746812343,0.000939811,1.046493659,0.098756019,0.300727763
37,f8aa4c723b9d6e886e78ca63d031f2b3,3.863044327,0.565070697,1.00455886,0.202687492,1.01147713,26.75894401,0.151460481,0.449039616,0.684454088,0.533716721,0.21402067,0.541520083,0.499710835,0.840084442,0.158641311,1.071777013,0.100541922,0.009099851,0.028418649,0.008851858,1.040560161,0.032865883,0.381688049,3.17104373,3.913663303,0.730744954,0.000951243,0.003369432,0.75617968,0.000943046,1.053358625,0.099305039,0.295323289
37,9f87b4bcf5d9ad152e07b7f667f1ff4d,3.964845875,0.741089717,1.463411495,0.429868689,1.168092268,25.48626055,0.153758488,0.288519619,0.663301654,0.492899457,0.416766998,0.324095472,0.476897821,0.609672022,0.154491228,1.140007318,0.081118735,0.009211552,0.028980174,0.006316422,1.010699072,0.035265048,0.372375099,3.079158261,4.264394715,0.74791372,0.000922916,0.003532165,0.862904641,0.000848562,1.068464811,0.104245955,0.321453034
37,d76115e1e0f069e22975ef7259ba2fcf,3.935455862,0.955685654,1.38109453,0.436417334,1.224359039,25.19449141,0.165833921,0.323090682,0.623690738,0.496317953,0.445862708,0.336208156,0.557446352,0.565408061,0.168973577,1.158294055,0.079811595,0.009136299,0.030409194,0.006304095,0.954504924,0.035665883,0.372639269,3.085330867,4.348180854,0.747239582,0.000957091,0.003285085,0.877279705,0.000935794,1.114808541,0.104977538,0.333108308
